timestamp,test-class,test-method,time,description,result
"2022-06-02 22:29:42.239","acme.testing.inventor.xx1.InventorXx1UpdateTest","positiveTest",20842,""[1] itemRecordIndex=7, recordIndex=0, code=po01-, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/21 00:00, xx52=2022/08/10 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:29:55.782","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",12901,""[1] itemRecordIndex=7, recordIndex=0, code=null, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:30:09.231","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",13088,""[2] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=null, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:30:23.064","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",13418,""[3] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=Primer xx1, xx4=null, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:30:34.49","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",11061,""[4] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=null, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:30:45.562","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",10705,""[5] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=null, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:30:56.63","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",10703,""[6] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=null, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:31:07.722","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",10728,""[7] itemRecordIndex=7, recordIndex=0, code=po22-220401, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:31:19.213","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",11097,""[8] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:31:32.866","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",12951,""[9] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=Primer xx1, xx4=texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto texto, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:31:46.729","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",13254,""[10] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/05/01 00:00, xx52=2022/07/17 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:32:01.145","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",13793,""[11] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/01 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:32:15.539","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",13800,""[12] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=EUR -15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:32:27.522","acme.testing.inventor.xx1.InventorXx1UpdateTest","negativeTest",11379,""[13] itemRecordIndex=7, recordIndex=0, code=po22-220531, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/07/08 00:00, xx52=2022/07/17 00:00, xx6=BTC 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:32:38.724","acme.testing.inventor.xx1.InventorXx1ListTest","positiveTest",9910,""[1] itemRecordIndex=7, recordIndex=0, code=po01-220529, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/05/01 00:00, xx52=2022/05/10 00:00, xx6=EUR 15,000.00"","OK"
"2022-06-02 22:32:49.648","acme.testing.inventor.xx1.InventorXx1ShowTest","positiveTest",9655,""[1] itemRecordIndex=7, recordIndex=0, code=po01-220529, xx2=2022/05/01 00:00, xx3=Primer xx1, xx4=Esta es una entidad creada para el Control Check de DP, xx51=2022/05/01 00:00, xx52=2022/05/10 00:00, xx6=EUR 15,000.00, xx7=https://www.twitch.tv"","OK"
"2022-06-02 22:32:49.97","acme.testing.inventor.xx1.InventorXx1ShowTest","negativeTest",2,""negativeTest()"","OK"
"2022-06-02 22:32:50.313","acme.testing.inventor.xx1.InventorXx1ShowTest","hackingTest",0,""hackingTest()"","OK"
